date,protocol,chain,loss_usd,vector_category,is_technical,description,source_file
2024-03-23,Curio,Other,16000000.0,Voting Power Privilege Exploit (MakerDAO Fork),True,"Protocol: Curio
Date: March 23, 2024
Loss: $16,000,000
Vector: Voting Power Privilege Exploit (MakerDAO Fork)
Scenario: Attacker exploited a vulnerability in the voting power logic to mint tokens worth $16M.
Reference: https://rekt.news/curio-rekt/",rekt_news_extra.txt
2024-03-23,CGT,Ethereum,2000000.0,Access Control,True,src/test/2024-03/CGT_exp.sol,defihacklabs_incidents.json
2024-03-22,Lucky Star,Other,297000.0,Access Control,True,"Lucky Star LCS BSC Other Access Control $297,000 3.22.2024",rekt_database_raw.txt
2024-03-21,FA,Other,255000.0,Rugpull,False,"FA FA BSC Token Rugpull $255,000 3.21.2024",rekt_database_raw.txt
2024-03-21,Super Sushi Samurai,Other,4800000.0,Self-Transfer / Double-Spend Logic,True,"Protocol: Super Sushi Samurai
Date: March 21, 2024
Loss: $4,800,000
Vector: Self-Transfer / Double-Spend Logic
Scenario: Token contract had a bug where transferring to oneself doubled the balance. Drained the entire LP. Funds were later returned as it was a whitehat action.
Reference: https://rekt.news/sss-rekt/",rekt_news_extra.txt
2024-03-21,SSS,Blast,4800000.0,Logic Flaw,True,src/test/2024-03/SSS_exp.sol,defihacklabs_incidents.json
2024-03-20,Dolomite,Other,1900000.0,Other,True,"Dolomite ETH Yield Aggr... Other $1,900,000 3.20.2024",rekt_database_raw.txt
2024-03-20,AirDAO,Other,440000.0,Access Control,True,"AirDAO AMB ETH Other Access Control $440,000 3.20.2024",rekt_database_raw.txt
2024-03-20,Paraswap,Ethereum,24000.0,Access Control,True,src/test/2024-03/Paraswap_exp.sol,defihacklabs_incidents.json
2024-03-18,Slerf,Other,10000000.0,Operational Error / Burn Address Incident,True,"Protocol: Slerf
Date: March 18, 2024
Loss: $10,000,000
Vector: Operational Error / Burn Address Incident
Scenario: Developer accidentally burned the LP and the tokens intended for the airdrop, resulting in a total loss of investor funds.
Reference: https://rekt.news/slerf-rekt/",rekt_news_extra.txt
2024-03-17,Fake EigenLayer,Other,405000.0,Rugpull,False,"Fake EigenLayer EigenLayer ETH Token Rugpull $405,000 3.17.2024",rekt_database_raw.txt
2024-03-17,Remilia,Other,3000000.0,Access Control,True,"Remilia ETH Other Access Control $3,000,000 3.17.2024",rekt_database_raw.txt
2024-03-16,Fake Polyhedra ...,Other,400000.0,Rugpull,False,"Fake Polyhedra ... ZK ETH Token Rugpull $400,000 3.16.2024",rekt_database_raw.txt
2024-03-15,Mozaic,Other,2100000.0,Access Control,True,"Mozaic Arbitrum Yield Aggr... Access Control $2,100,000 3.15.2024",rekt_database_raw.txt
2024-03-14,Fake ether.fi,Other,354000.0,Rugpull,False,"Fake ether.fi ETHFI ETH Token Rugpull $354,000 3.14.2024",rekt_database_raw.txt
2024-03-14,MO,Optimism,413000.0,Logic Flaw,True,src/test/2024-03/MO_exp.sol,defihacklabs_incidents.json
2024-03-13,IT,BSC,13000.0,Logic Flaw,True,src/test/2024-03/IT_exp.sol,defihacklabs_incidents.json
2024-03-12,BBT,Ethereum,5.06,Logic Flaw,True,src/test/2024-03/BBT_exp.sol,defihacklabs_incidents.json
2024-03-11,Binemon,BSC,413000.0,Precision Loss,True,src/test/2024-03/Binemon_exp.sol,defihacklabs_incidents.json
2024-03-09,Unizen,Other,2100000.0,Other,True,"Unizen ETH Exchange (... Other $2,100,000 3.9.2024",rekt_database_raw.txt
2024-03-09,JUICE,Other,216000.0,Other,True,"JUICE JUICE ETH Other Other $216,000 3.9.2024",rekt_database_raw.txt
2024-03-08,Unizen,Other,2100000.0,Arbitrary Call / Contract Upgrade Bug,True,"Protocol: Unizen
Date: March 8, 2024
Loss: $2,100,000
Vector: Arbitrary Call / Contract Upgrade Bug
Scenario: Exploit occurred shortly after a contract upgrade to their DEX aggregation contract, allowing arbitrary transfer calls.
Reference: https://rekt.news/unizen-rekt/",rekt_news_extra.txt
2024-03-07,Humanized_AI,Other,665000.0,Rugpull,False,"Humanized_AI HMZ ETH Token Rugpull $665,000 3.7.2024",rekt_database_raw.txt
2024-03-07,GHT,Ethereum,57000.0,Logic Flaw,True,src/test/2024-03/GHT_exp.sol,defihacklabs_incidents.json
2024-03-06,TGBS,Other,151000.0,Flash Loan Attack,True,"TGBS TGBS BSC Token Flash Loan Attack $151,000 3.6.2024",rekt_database_raw.txt
2024-03-06,ALP,BSC,10000.0,Access Control,True,src/test/2024-03/ALP_exp.sol,defihacklabs_incidents.json
2024-03-05,WOOFi,Other,8500000.0,Flash Loan Attack,True,"WOOFi Arbitrum Other Flash Loan Attack $8,500,000 3.5.2024",rekt_database_raw.txt
2024-03-05,OrdiZK,Other,1400000.0,Rugpull,False,"OrdiZK OZK ETH Token Rugpull $1,400,000 3.5.2024",rekt_database_raw.txt
2024-03-05,"HGM, AGSC",Other,75000.0,Phishing,True,"HGM, AGSC BSC Token Phishing $75,000 3.5.2024",rekt_database_raw.txt
2024-03-01,"$ALI, $PUSH Tok...",Other,4390000.0,Phishing,True,"$ALI, $PUSH Tok... ETH Token Phishing $4,390,000 3.1.2024",rekt_database_raw.txt
2024-03-01,AI Protocol,Other,4300000.0,Phishing,True,"AI Protocol ALI ETH Other Phishing $4,300,000 3.1.2024",rekt_database_raw.txt
2024-02-29,Shido,Other,2400000.0,Access Control,True,"Shido ETH Other Access Control $2,400,000 2.29.2024",rekt_database_raw.txt
2024-02-28,Seneca,Other,6500000.0,Access Control,True,"Seneca SEN ETH +1 Yield Aggr... Access Control $6,500,000 2.28.2024",rekt_database_raw.txt
2024-02-28,SMOOFSStaking,Polygon,0.0,Reentrancy Attack,True,src/test/2024-02/SMOOFSStaking_exp.sol,defihacklabs_incidents.json
2024-02-26,Ore,Other,243489.0,Rugpull,False,"Ore ORE ETH Token Rugpull $243,489 2.26.2024",rekt_database_raw.txt
2024-02-24,RiskOnBlast,Other,1259575.0,Rugpull,False,"RiskOnBlast Blast Exchange (... +1 Rugpull $1,259,575 2.24.2024",rekt_database_raw.txt
2024-02-23,BlueberryProtocol,Ethereum,1400000.0,Logic Flaw,True,src/test/2024-02/BlueberryProtocol_exp.sol,defihacklabs_incidents.json
2024-02-23,BitForex,Other,56000000.0,Rugpull,False,"BitForex BF ETH +3 CeFi +1 Rugpull $56,000,000 2.23.2024",rekt_database_raw.txt
2024-02-23,Zoomer,Ethereum,14.0,Logic Flaw,True,src/test/2024-02/Zoomer_exp.sol,defihacklabs_incidents.json
2024-02-23,CompoundUni,Ethereum,439537.0,Price Manipulation,True,src/test/2024-02/CompoundUni_exp.sol,defihacklabs_incidents.json
2024-02-22,Jeffrey Zirlin,Other,9700000.0,Access Control,True,"Jeffrey Zirlin Ronin Other Access Control $9,700,000 2.22.2024",rekt_database_raw.txt
2024-02-22,SwarmMarkets,Ethereum,120000.0,Logic Flaw,True,src/test/2024-02/SwarmMarkets_exp.sol,defihacklabs_incidents.json
2024-02-21,DeezNutz_404,Other,174086.0,Flash Loan Attack,True,"DeezNutz_404 DN ETH Token Flash Loan Attack $174,086 2.21.2024",rekt_database_raw.txt
2024-02-21,GAIN,Ethereum,6.4,Deflationary Token Incompatible,True,src/test/2024-02/GAIN_exp.sol,defihacklabs_incidents.json
2024-02-20,EGGX,Ethereum,2.0,Reentrancy Attack,True,src/test/2024-02/EGGX_exp.sol,defihacklabs_incidents.json
2024-02-19,RuggedArt,Ethereum,10000.0,Reentrancy Attack,True,src/test/2024-02/RuggedArt_exp.sol,defihacklabs_incidents.json
2024-02-16,xPet,Other,256570.0,Other,True,"xPet BPET Arbitrum Gaming / M... Other $256,570 2.16.2024",rekt_database_raw.txt
2024-02-16,Fixed Float,Other,26130157.0,Access Control,True,"Fixed Float ETH +1 Exchange (... Access Control $26,130,157 2.16.2024",rekt_database_raw.txt
2024-02-16,ParticleTrade,Ethereum,50000.0,Incorrect Validation,True,src/test/2024-02/ParticleTrade_exp.sol,defihacklabs_incidents.json
2024-02-15,BEAM,Other,5170000.0,Phishing,True,"BEAM BEAM ETH Token Phishing $5,170,000 2.15.2024",rekt_database_raw.txt
2024-02-15,Particle Trade,Other,141684.0,Other,True,"Particle Trade ETH Other Other $141,684 2.15.2024",rekt_database_raw.txt
2024-02-15,DualPools,BSC,42000.0,Logic Flaw,True,src/test/2024-02/DualPools_exp.sol,defihacklabs_incidents.json
2024-02-15,User,Other,48030.0,Phishing,True,"User ETH Other Phishing $48,030 2.15.2024",rekt_database_raw.txt
2024-02-15,Babyloogn,BSC,2.0,Logic Flaw,True,src/test/2024-02/Babyloogn_exp.sol,defihacklabs_incidents.json
2024-02-15,Miner,Ethereum,150000.0,Incorrect Validation,True,src/test/2024-02/Miner_exp.sol,defihacklabs_incidents.json
2024-02-14,MINER,Other,466624.0,Other,True,"MINER MINER ETH Token Other $466,624 2.14.2024",rekt_database_raw.txt
2024-02-13,Duelbits,Other,4643315.0,Access Control,True,"Duelbits ETH +1 Other Access Control $4,643,315 2.13.2024",rekt_database_raw.txt
2024-02-13,MINER,BSC,3.5,Price Manipulation,True,src/test/2024-02/MINER_bsc_exp.sol,defihacklabs_incidents.json
2024-02-12,GAME,Other,49596.0,Reentrancy,True,"GAME ETH Other Reentrancy $49,596 2.12.2024",rekt_database_raw.txt
2024-02-11,Game,Ethereum,20.0,Reentrancy Attack,True,src/test/2024-02/Game_exp.sol,defihacklabs_incidents.json
2024-02-10,FILX DN404,Ethereum,200000.0,Access Control,True,src/test/2024-02/DN404_exp.sol,defihacklabs_incidents.json
2024-02-09,PlayDapp,Other,32350000.0,Access Control,True,"PlayDapp PLA ETH Gaming / M... Access Control $32,350,000 2.9.2024",rekt_database_raw.txt
2024-02-08,Not Found,Other,199927.0,Rugpull,False,"Not Found 404 ETH Token Rugpull $199,927 2.8.2024",rekt_database_raw.txt
2024-02-08,Pandora,Ethereum,17000.0,Overflow,True,src/test/2024-02/PANDORA_exp.sol,defihacklabs_incidents.json
2024-02-06,MangoFarmSOL,Other,1297344.0,Rugpull,False,"MangoFarmSOL Solana Yield Aggr... Rugpull $1,297,344 2.6.2024",rekt_database_raw.txt
2024-02-05,User,Other,85467.0,Phishing,True,"User BSC Other Phishing $85,467 2.5.2024",rekt_database_raw.txt
2024-02-05,BurnsDefi,BSC,67000.0,Price Manipulation,True,src/test/2024-02/BurnsDefi_exp.sol,defihacklabs_incidents.json
2024-02-04,User,Other,195887.0,Phishing,True,"User ETH Other Phishing $195,887 2.4.2024",rekt_database_raw.txt
2024-02-04,CryptoBottle,Other,527000.0,Other,True,"CryptoBottle Polygon NFT Other $527,000 2.4.2024",rekt_database_raw.txt
2024-02-02,ADC,Ethereum,20.0,Access Control,True,src/test/2024-02/ADC_exp.sol,defihacklabs_incidents.json
2024-02-01,AffineDeFi,Ethereum,88000.0,Incorrect Validation,True,src/test/2024-02/AffineDeFi_exp.sol,defihacklabs_incidents.json
2024-01-30,Abracadabra,Other,6500000.0,Precision Loss / Liquidation Loophole,True,"Protocol: Abracadabra
Date: Jan 30, 2024
Loss: $6,500,000
Vector: Precision Loss / Liquidation Loophole
Scenario: Two cauldrons were drained due to a precision loss vulnerability that siphoned $6.5M.
Reference: https://rekt.news/abra-rekt/",rekt_news_extra.txt
2024-01-30,Chris Larsen,Other,112500000.0,Access Control,True,"Chris Larsen XRP Other Other Access Control $112,500,000 1.30.2024",rekt_database_raw.txt
2024-01-30,XSIJ,BSC,51000.0,Logic Flaw,True,src/test/2024-01/XSIJ_exp.sol,defihacklabs_incidents.json
2024-01-30,MIMSpell_,Ethereum,65000000.0,Precision Loss,True,src/test/2024-01/MIMSpell2_exp.sol,defihacklabs_incidents.json
2024-01-29,Goledo Finance,Other,1700000.0,Flash Loan Attack,True,"Goledo Finance GOL Other Borrowing ... Flash Loan Attack $1,700,000 1.29.2024",rekt_database_raw.txt
2024-01-29,PeapodsFinance,Ethereum,1000.0,Reentrancy Attack,True,src/test/2024-01/PeapodsFinance_exp.sol,defihacklabs_incidents.json
2024-01-28,BarleyFinance,Ethereum,130000.0,Reentrancy Attack,True,src/test/2024-01/BarleyFinance_exp.sol,defihacklabs_incidents.json
2024-01-27,Citadel Finance,Other,97000.0,Flash Loan Attack,True,"Citadel Finance CIT Arbitrum Other Flash Loan Attack $97,000 1.27.2024",rekt_database_raw.txt
2024-01-25,Nebula Revelati...,Other,180264.0,Reentrancy,True,"Nebula Revelati... NBL Optimism Gaming / M... Reentrancy $180,264 1.25.2024",rekt_database_raw.txt
2024-01-25,NBLGAME,Optimism,180000.0,Reentrancy Attack,True,src/test/2024-01/NBLGAME_exp.sol,defihacklabs_incidents.json
2024-01-24,Massive Phishin...,Other,12917550.0,Phishing,True,"Massive Phishin... ETH +1 Other Phishing $12,917,550 1.24.2024",rekt_database_raw.txt
2024-01-24,Saga DAO,Other,60000.0,Access Control,True,"Saga DAO Solana Other Access Control $60,000 1.24.2024",rekt_database_raw.txt
2024-01-23,JohnLennonC0IN,Other,11336.0,Rugpull,False,"JohnLennonC0IN BEATLES BSC Token Rugpull $11,336 1.23.2024",rekt_database_raw.txt
2024-01-22,Concentric Fina...,Other,1654517.0,Access Control,True,"Concentric Fina... CONE Arbitrum Yield Aggr... Access Control $1,654,517 1.22.2024",rekt_database_raw.txt
2024-01-22,GAMEE,Other,16352814.0,Access Control,True,"GAMEE GMEE Polygon Token Access Control $16,352,814 1.22.2024",rekt_database_raw.txt
2024-01-22,DAO_SoulMate,Ethereum,319000.0,Access Control,True,src/test/2024-01/DAO_SoulMate_exp.sol,defihacklabs_incidents.json
2024-01-21,Unknown User,Other,3725002.0,Phishing,True,"Unknown User ETH Other Phishing $3,725,002 1.21.2024",rekt_database_raw.txt
2024-01-18,LongNoseDog,Other,309749.0,Rugpull,False,"LongNoseDog LONG BSC Token Rugpull $309,749 1.18.2024",rekt_database_raw.txt
2024-01-18,Rose Finance,Other,44670.0,Flash Loan Attack,True,"Rose Finance ROSA Arbitrum Borrowing ... Flash Loan Attack $44,670 1.18.2024",rekt_database_raw.txt
2024-01-17,BasketDAO,Other,107070.0,Other,True,"BasketDAO BMI ETH Other Other $107,070 1.17.2024",rekt_database_raw.txt
2024-01-17,BmiZapper,Ethereum,114000.0,Incorrect Validation,True,src/test/2024-01/BmiZapper_exp.sol,defihacklabs_incidents.json
2024-01-16,Socket,Other,3300000.0,Other,True,"Socket ETH Bridge Other $3,300,000 1.16.2024",rekt_database_raw.txt
2024-01-15,Shell_MEV_0xa898,BSC,1000.0,Access Control,True,src/test/2024-01/Shell_MEV_0xa898_exp.sol,defihacklabs_incidents.json
2024-01-12,WiseLending,Ethereum,464000.0,Precision Loss,True,src/test/2024-01/WiseLending02_exp.sol,defihacklabs_incidents.json
2024-01-12,SocketGateway,Ethereum,3300000.0,Incorrect Validation,True,src/test/2024-01/SocketGateway_exp.sol,defihacklabs_incidents.json
2024-01-10,Freedom,BSC,74.0,Access Control,True,src/test/2024-01/Freedom_exp.sol,defihacklabs_incidents.json
2024-01-10,LQDX,Ethereum,0.0,Incorrect Validation,True,src/test/2024-01/LQDX_alert_exp.sol,defihacklabs_incidents.json
2024-01-09,Xai,Other,580959.0,Rugpull,False,"Xai XAI BSC Token Rugpull $580,959 1.9.2024",rekt_database_raw.txt
2024-01-06,Aragon DAO,Other,800000.0,Phishing,True,"Aragon DAO ETH Other Phishing $800,000 1.6.2024",rekt_database_raw.txt
2024-01-05,Narwhal,Other,1563286.0,Other,True,"Narwhal NRW BSC Token Other $1,563,286 1.5.2024",rekt_database_raw.txt
2024-01-04,Gamma Strategie...,Other,6412750.0,Flash Loan Attack,True,"Gamma Strategie... GAMMA Arbitrum Borrowing ... Flash Loan Attack $6,412,750 1.4.2024",rekt_database_raw.txt
2024-01-03,Radiant Capital,Other,4500000.0,Precision Loss / Rounding Bug,True,"Protocol: Radiant Capital
Date: Jan 3, 2024
Loss: $4,500,000
Vector: Precision Loss / Rounding Bug
Scenario: Forked code from Aave v2. Attacker exploited a rounding bug during a period of high utilization.
Reference: https://rekt.news/radiant-capital-rekt/",rekt_news_extra.txt
2024-01-02,RadiantCapital,Arbitrum,4500000.0,Logic Flaw,True,src/test/2024-01/RadiantCapital_exp.sol,defihacklabs_incidents.json
2024-01-02,MIC,BSC,500000.0,Logic Flaw,True,src/test/2024-01/MIC_exp.sol,defihacklabs_incidents.json
2024-01-01,OrbitChain,BSC,81000000.0,Incorrect Validation,True,src/test/2024-01/OrbitChain_exp.sol,defihacklabs_incidents.json
2023-12-31,Orbit Chain,Other,81551234.0,Access Control,True,"Orbit Chain ETH Bridge Access Control $81,551,234 12.31.2023",rekt_database_raw.txt
2023-12-31,Channels,BSC,4400.0,Price Manipulation,True,src/test/2023-12/Channels_exp.sol,defihacklabs_incidents.json
2023-12-30,ChannelsFinance,BSC,320000.0,Inflation Attack,True,src/test/2023-12/ChannelsFinance_exp.sol,defihacklabs_incidents.json
2023-12-28,Link Drainer,Other,4232690.0,Phishing,True,"Link Drainer ETH Other Phishing $4,232,690 12.28.2023",rekt_database_raw.txt
2023-12-28,CCV,BSC,3200.0,Precision Loss,True,src/test/2023-12/CCV_exp.sol,defihacklabs_incidents.json
2023-12-28,DominoTT,BSC,5.0,Precision Loss,True,src/test/2023-12/DominoTT_exp.sol,defihacklabs_incidents.json
2023-12-27,Levana Protocol,Other,1100000.0,Oracle Manipulation,True,"Protocol: Levana Protocol
Date: Dec 27, 2023
Loss: $1,100,000
Vector: Oracle Manipulation
Scenario: Congestion-based oracle manipulation attack that targeted price feed lags over a two-week period.
Reference: https://rekt.news/levana-rekt/",rekt_news_extra.txt
2023-12-26,Pike Finance,Other,55233.0,Rugpull,False,"Pike Finance PIKE ETH Token Rugpull $55,233 12.26.2023",rekt_database_raw.txt
2023-12-25,Ordinal DEX,Other,72848.0,Rugpull,False,"Ordinal DEX ORDEX ETH Token Rugpull $72,848 12.25.2023",rekt_database_raw.txt
2023-12-25,Megabot,Other,666219.0,Rugpull,False,"Megabot Megabot ETH +1 Token Rugpull $666,219 12.25.2023",rekt_database_raw.txt
2023-12-25,Telcoin,Polygon,124000000.0,Storage Collision,True,src/test/2023-12/Telcoin_exp.sol,defihacklabs_incidents.json
2023-12-23,Telcoin,Other,1272728.0,Other,True,"Telcoin TEL Polygon Other Other $1,272,728 12.23.2023",rekt_database_raw.txt
2023-12-22,PineProtocol,Ethereum,90000.0,Logic Flaw,True,src/test/2023-12/PineProtocol_exp.sol,defihacklabs_incidents.json
2023-12-21,Wallet Drain,Other,2430419.0,Phishing,True,"Wallet Drain ETH Other Phishing $2,430,419 12.21.2023",rekt_database_raw.txt
2023-12-20,TransitFinance,BSC,110000.0,Incorrect Validation,True,src/test/2023-12/TransitFinance_exp.sol,defihacklabs_incidents.json
2023-12-17,SyncSpace,Other,272652.0,Other,True,"SyncSpace AURY Arbitrum Gaming / M... Other $272,652 12.17.2023",rekt_database_raw.txt
2023-12-17,Bob,BSC,3.0,Price Manipulation,True,src/test/2023-12/Bob_exp.sol,defihacklabs_incidents.json
2023-12-17,FloorProtocol,Ethereum,16000000.0,Logic Flaw,True,src/test/2023-12/FloorProtocol_exp.sol,defihacklabs_incidents.json
2023-12-16,GoodDollar,Ethereum,2000000.0,Reentrancy Attack,True,src/test/2023-12/GoodDollar_exp.sol,defihacklabs_incidents.json
2023-12-16,NFTTrader,Ethereum,3000000.0,Reentrancy Attack,True,src/test/2023-12/NFTTrader_exp.sol,defihacklabs_incidents.json
2023-12-16,KEST,BSC,2300.0,Logic Flaw,True,src/test/2023-12/KEST_exp.sol,defihacklabs_incidents.json
2023-12-15,Do Right,Other,370556.0,Rugpull,False,"Do Right DR BSC Token Rugpull $370,556 12.15.2023",rekt_database_raw.txt
2023-12-14,PHIL,BSC,2.0,Logic Flaw,True,src/test/2023-12/PHIL_exp.sol,defihacklabs_incidents.json
2023-12-13,Peapods Finance,Other,231192.0,Reentrancy,True,"Peapods Finance PEAS ETH Yield Aggr... Reentrancy $231,192 12.13.2023",rekt_database_raw.txt
2023-12-13,Hypr Network,Other,215193.0,Other,True,"Hypr Network HYPR ETH Bridge Other $215,193 12.13.2023",rekt_database_raw.txt
2023-12-13,OKX DEX,Other,2700000.0,Proxy Admin Compromise / Malicious Upgrade,True,"Protocol: OKX DEX
Date: Dec 13, 2023
Loss: $2,700,000
Vector: Proxy Admin Compromise / Malicious Upgrade
Scenario: Proxy admin compromised, implementation upgraded to a malicious version that siphoned funds from users who had approved the proxy.
Reference: https://rekt.news/okx-dex-rekt/",rekt_news_extra.txt
2023-12-13,HYPR,Ethereum,200000.0,Logic Flaw,True,src/test/2023-12/HYPR_exp.sol,defihacklabs_incidents.json
2023-12-12,OKX,Other,2390976.0,Access Control,True,"OKX OKB ETH Exchange (... Access Control $2,390,976 12.12.2023",rekt_database_raw.txt
2023-12-12,Hypr Network,Other,220000.0,Contract Reinitialization / Modifier Bug (OP Stack Fork),True,"Protocol: Hypr Network
Date: Dec 12, 2023
Loss: $220,000
Vector: Contract Reinitialization / Modifier Bug (OP Stack Fork)
Scenario: Attacker bypassed withdrawal checks by reinitializing the bridge contract due to a vulnerability in an unpatched OP Stack develop branch.
Reference: https://rekt.news/hypr-network-rekt/",rekt_news_extra.txt
2023-12-11,stoicDAO,Other,204746.0,Rugpull,False,"stoicDAO ZETA ETH Token Rugpull $204,746 12.11.2023",rekt_database_raw.txt
2023-12-11,GoodCompound,Ethereum,13000.0,Price Manipulation,True,src/test/2023-12/GoodCompound_exp.sol,defihacklabs_incidents.json
2023-12-09,BCT,BSC,10.2,Price Manipulation,True,src/test/2023-12/BCT_exp.sol,defihacklabs_incidents.json
2023-12-07,Herencia Artife...,Other,29586973.0,Other,True,"Herencia Artife... HXA ETH NFT +1 Other $29,586,973 12.7.2023",rekt_database_raw.txt
2023-12-07,HNet,BSC,2.4,Logic Flaw,True,src/test/2023-12/HNet_exp.sol,defihacklabs_incidents.json
2023-12-06,Abattoir of Zir,Other,225553.0,Rugpull,False,"Abattoir of Zir DIABLO ETH Token Rugpull $225,553 12.6.2023",rekt_database_raw.txt
2023-12-06,Strong Finance,Other,61081.0,Rugpull,False,"Strong Finance STRONG ETH Token Rugpull $61,081 12.6.2023",rekt_database_raw.txt
2023-12-06,EI Risitas,Other,52351.0,Rugpull,False,"EI Risitas KEK BSC Token Rugpull $52,351 12.6.2023",rekt_database_raw.txt
2023-12-06,Time,Other,200000.0,Other,True,"Time TIME ETH Token Other $200,000 12.6.2023",rekt_database_raw.txt
2023-12-06,BearnDAO,Other,768363.0,Other,True,"BearnDAO BSC Other Other $768,363 12.6.2023",rekt_database_raw.txt
2023-12-06,ElephantStatus,BSC,165000.0,Price Manipulation,True,src/test/2023-12/ElephantStatus_exp.sol,defihacklabs_incidents.json
2023-12-05,CKD TOKEN,Other,485176.0,Rugpull,False,"CKD TOKEN CKD BSC Token Rugpull $485,176 12.5.2023",rekt_database_raw.txt
2023-12-05,MAMO,BSC,3300.0,Price Manipulation,True,src/test/2023-12/MAMO_exp.sol,defihacklabs_incidents.json
2023-12-05,BEARNDAO,BSC,769000.0,Logic Flaw,True,src/test/2023-12/BEARNDAO_exp.sol,defihacklabs_incidents.json
2023-12-03,CoinPanda_ETH,Other,80554.0,Rugpull,False,"CoinPanda_ETH COINPANDA ETH Token Rugpull $80,554 12.3.2023",rekt_database_raw.txt
2023-12-02,bZxProtocol,Ethereum,208000.0,Inflation Attack,True,src/test/2023-12/bZx_exp.sol,defihacklabs_incidents.json
2023-12-01,MYX Finance,Other,119888.0,Rugpull,False,"MYX Finance QMYX ETH Token Rugpull $119,888 12.1.2023",rekt_database_raw.txt
2023-12-01,UnverifiedContr_0x431abb,BSC,500000.0,Logic Flaw,True,src/test/2023-12/UnverifiedContr_0x431abb_exp.sol,defihacklabs_incidents.json
2023-11-30,Carol Protocol,Other,61164.0,Flash Loan Attack,True,"Carol Protocol CAROL Other Other Flash Loan Attack $61,164 11.30.2023",rekt_database_raw.txt
2023-11-30,EEE,BSC,22800.0,Price Manipulation,True,src/test/2023-11/EEE_exp.sol,defihacklabs_incidents.json
2023-11-29,Velodrome Finan...,Other,42000.0,Other,True,"Velodrome Finan... Optimism Exchange (... Other $42,000 11.29.2023",rekt_database_raw.txt
2023-11-29,Burntbubba,Ethereum,3000.0,Price Manipulation,True,src/test/2023-11/Burntbubba_exp.sol,defihacklabs_incidents.json
2023-11-29,AIS,BSC,61000.0,Incorrect Validation,True,src/test/2023-11/AIS_exp.sol,defihacklabs_incidents.json
2023-11-28,Florence Financ...,Other,1456162.0,Phishing,True,"Florence Financ... ETH Borrowing ... Phishing $1,456,162 11.28.2023",rekt_database_raw.txt
2023-11-28,Symbiogenesis,Other,53639.0,Rugpull,False,"Symbiogenesis SYSIS ETH Token Rugpull $53,639 11.28.2023",rekt_database_raw.txt
2023-11-28,AssetClub,Other,83874.0,Rugpull,False,"AssetClub ACC ETH Token Rugpull $83,874 11.28.2023",rekt_database_raw.txt
2023-11-28,FiberRouter,BSC,18.0,Logic Flaw,True,src/test/2023-11/FiberRouter_exp.sol,defihacklabs_incidents.json
2023-11-27,Expanso,Other,87558.0,Rugpull,False,"Expanso EXPSO ETH Token Rugpull $87,558 11.27.2023",rekt_database_raw.txt
2023-11-25,MetaLend,Ethereum,4000.0,Inflation Attack,True,src/test/2023-11/MetaLend_exp.sol,defihacklabs_incidents.json
2023-11-25,TheNFTV2,Ethereum,19000.0,Logic Flaw,True,src/test/2023-11/TheNFTV2_exp.sol,defihacklabs_incidents.json
2023-11-24,Jewels,Other,63794.0,Rugpull,False,"Jewels JWL ETH Token Rugpull $63,794 11.24.2023",rekt_database_raw.txt
2023-11-24,Changpeng Zhao,Other,454168.0,Rugpull,False,"Changpeng Zhao CZ BSC Token Rugpull $454,168 11.24.2023",rekt_database_raw.txt
2023-11-24,SQUID GAME,Other,55539.0,Rugpull,False,"SQUID GAME SQUIDGAME BSC Token Rugpull $55,539 11.24.2023",rekt_database_raw.txt
2023-11-23,SAI Pro,Other,751627.0,Rugpull,False,"SAI Pro SAI BSC Token Rugpull $751,627 11.23.2023",rekt_database_raw.txt
2023-11-23,KyberSwap,Other,45275428.0,Flash Loan Attack,True,"KyberSwap ETH +5 Exchange (... Flash Loan Attack $45,275,428 11.23.2023",rekt_database_raw.txt
2023-11-23,TrustPad,Other,56329.0,Rugpull,False,"TrustPad TPAD BSC Token Rugpull $56,329 11.23.2023",rekt_database_raw.txt
2023-11-23,DarkProtocol,Other,174334.0,Rugpull,False,"DarkProtocol DARK BSC Token Rugpull $174,334 11.23.2023",rekt_database_raw.txt
2023-11-23,GigaDAO,Other,107819.0,Rugpull,False,"GigaDAO GIGS BSC Token Rugpull $107,819 11.23.2023",rekt_database_raw.txt
2023-11-23,Web,Other,178964.0,Rugpull,False,"Web WEB BSC Token Rugpull $178,964 11.23.2023",rekt_database_raw.txt
2023-11-23,Creso,Other,153603.0,Rugpull,False,"Creso CRE BSC Token Rugpull $153,603 11.23.2023",rekt_database_raw.txt
2023-11-23,IPMB,Other,172483.0,Rugpull,False,"IPMB IPMB BSC Token Rugpull $172,483 11.23.2023",rekt_database_raw.txt
2023-11-23,DigiFund,Other,105555.0,Rugpull,False,"DigiFund DFUND BSC Token Rugpull $105,555 11.23.2023",rekt_database_raw.txt
2023-11-23,RepubliK,Other,121445.0,Rugpull,False,"RepubliK RPK BSC Token Rugpull $121,445 11.23.2023",rekt_database_raw.txt
2023-11-23,PAPABEAR,Other,120648.0,Rugpull,False,"PAPABEAR PAPA BSC Token Rugpull $120,648 11.23.2023",rekt_database_raw.txt
2023-11-23,AISurf,Other,112050.0,Rugpull,False,"AISurf AISC BSC Token Rugpull $112,050 11.23.2023",rekt_database_raw.txt
